Word 1	Word 2	Score
ступня	голова	1.384615385
мать	опекунша	3.846153846
ортодонт	дантист	6.846153846
алкоголь	виски	6.307692308
рот	зуб	3.153846154
завтрак	бекон	2.384615385
ванная	спальня	1.076923077
тарелка	миска	8.307692308
мясо	бекон	6
воздух	гелий	1.846153846
работник	работодатель	1.769230769
тело	грудь	3.615384615
сын	отец	1.461538462
сердце	операция	1
женщина	секретарь	1.538461538
мужчина	отец	5.076923077
пляж	остров	4.461538462
история	тема	1.846153846
игра	веселье	5.230769231
выходной	неделя	2.923076923
чета	пара	8.076923077
женщина	жена	4.615384615
овца	скот	6.076923077
сумочка	сумка	9.384615385
потолок	собор	0.076923077
боб	кофе	2.769230769
дерево	бумага	2.846153846
верх	бок	1.461538462
преступление	мошенничество	5.692307692
боль	вред	2.153846154
возлюбленный	спутник	4.461538462
вечер	сумерки	7.230769231
отец	дочь	1.923076923
вино	спиртное	6.461538462
корова	коза	2.153846154
верование	мнение	1.307692308
реальность	иллюзия	0.153846154
пакт	соглашение	8.538461538
богатство	бедность	0.230769231
происшествие	авария	4.923076923
битва	завоевание	4.076923077
друг	наставник	3
болезнь	инфекция	6.692307692
игра	сноровка	0.538461538
брат	сын	0.923076923
тетя	племянник	1.384615385
работник	механик	2.538461538
врач	ортодонт	3.846153846
дуб	клен	2.923076923
пчела	матка	2.769230769
автомобиль	велосипед	1.384615385
цель	поиск	0.615384615
август	месяц	2.846153846
армия	отряд	3.769230769
облако	погода	2.461538462
терапевт	врач	5.230769231
ущелье	долина	2.846153846
река	долина	0.230769231
солнце	небо	1.692307692
мишень	стрела	1.076923077
шоколад	пирог	1.769230769
обстоятельство	ситуация	5.923076923
мнение	выбор	1.769230769
ритм	мелодия	5
мужество	хладнокровие	2.538461538
день	рассвет	1.538461538
скот	бык	5.230769231
доктор	профессор	4.461538462
рука	вена	1.076923077
комната	ванна	0.846153846
корпорация	предприятие	8.307692308
развлечение	футбол	1.692307692
холм	утес	3.538461538
кость	лодыжка	2.076923077
яблоко	сладость	1.538461538
помощница	служанка	6
глава	руководитель	8.615384615
лимон	чай	0.230769231
пчела	муравей	0.615384615
баскетбол	бейсбол	1.230769231
рис	боб	1.076923077
кровать	мебель	3.076923077
эмоция	страсть	3.846153846
анархия	хаос	7.538461538
преступление	нарушение	6.230769231
механизм	двигатель	5.076923077
пляж	море	3.461538462
дорожка	шар	0
банка	бутылка	3.230769231
сила	способность	2.384615385
зерно	горчица	1.384615385
гитара	барабан	0.846153846
мнение	идея	3
север	запад	0.461538462
диета	салат	2.846153846
мать	жена	2
отец	мать	1.538461538
капитан	моряк	3.923076923
метр	ярд	4.846153846
пиво	шампанское	1.615384615
мотор	лодка	0.307692308
карта	бридж	1.230769231
наука	психология	2.692307692
грешник	святой	0.153846154
разрушение	построение	0.230769231
толпа	группа	6.384615385
пляж	риф	1.384615385
мужчина	ребенок	0.230769231
хлеб	сыр	0.384615385
чемпион	победитель	9.384615385
праздник	церемония	6.846153846
меню	заказ	3.307692308
король	принцесса	0.846153846
богатство	репутация	1.307692308
выносливость	сила	4.384615385
опасность	угроза	9.692307692
Бог	священник	2.153846154
мужчины	братство	1.692307692
приятель	спутник	4.769230769
наставник	помощник	3.461538462
тело	желудок	0.923076923
язык	горло	1.384615385
дом	ковер	0.846153846
ум	навык	2.846153846
путешествие	завование	0.692307692
Бог	жертва	0.461538462
брат	человек	1.538461538
соперник	противник	9.076923077
смерть	бедствие	1.923076923
чудовище	демон	6.846153846
день	утро	0.769230769
человек	победитель	0.461538462
друг	парень	1
песня	история	1.769230769
луч	солнце	3.538461538
парень	бабник	2.307692308
курятина	рис	0.384615385
коробка	лифт	1.769230769
масло	картофель	0.769230769
квартира	мебель	1.692307692
озеро	болото	3.307692308
салат	уксус	1.307692308
цветок	луковица	2.307692308
облако	мгла	2.846153846
водитель	пилот	6.615384615
сахар	мед	2.692307692
тело	плечо	1.538461538
идея	образ	5.692307692
отец	брат	0.692307692
луна	планета	4.615384615
бал	костюм	1.923076923
ограда	забор	9.538461538
комната	кровать	1.153846154
цветок	куст	3
кость	колено	2.692307692
рука	колено	0.461538462
низ	бок	0.461538462
сосуд	вена	6.769230769
кот	кролик	0.461538462
мясо	бутерброд	2.076923077
верование	представление	4.615384615
ум	проницательность	6.153846154
внимание	интерес	7.076923077
настрой	уверенность	4.692307692
право	правосудие	4.923076923
спор	соглашение	1.307692308
глубина	величина	3.153846154
носитель	новость	1
победитель	кандидат	1.923076923
юбилей 	дата	6.615384615
гонорар	платеж	8
Библия	псалом	5.538461538
выход	проход	4.538461538
человек	охранник	2.307692308
проход	коридор	8.538461538
виски	джин	5.692307692
кровь	мозг	1.230769231
масло	норка	0.615384615
пол	палуба	6.230769231
крыша	пол	0.230769231
дверь	пол	0.307692308
плечо	голова	0.538461538
платформа	вагон	2.615384615
автомобиль	карета	3
локоть	лодыжка	0.692307692
богатство	слава	3.230769231
печаль	стыд	2
руководство	управление	8.692307692
общение	беседа	8.846153846
загрязнение	атмосфера	1.923076923
анатомия	биология	4.384615385
колледж	профессия	2.615384615
книга	тема	2
формула	уравнение	7
книга	информация	5.307692308
мальчик	партнер	1
небо	вселенная	3.769230769
население	народ	8.615384615
колледж	класс	2.384615385
глава	мэр	7.076923077
раввин	священник	7.384615385
метр	дюйм	2.615384615
полиэстер	хлопок	1.923076923
юрист	банкир	1.153846154
скрипка	инструмент	4.461538462
лагерь	домик	1.923076923
кастрюля	прибор	2
лен	ткань	3.461538462
виски	шампанское	2.307692308
девочка	ребенок	4.692307692
коттедж	домик	7.384615385
птица	курица	5.461538462
грохот	шум	7.923076923
закат	вечер	5.461538462
морось	дождь	7.769230769
взрослый	младенец	0.307692308
рашкуль	уголь	1.384615385
тело	позвоночник	3.384615385
шляпка	гвоздь	0.846153846
бревно	древесина	6.538461538
ложка	чашка	1.538461538
тело	нерв	2
мужчина	муж	5.615384615
кость	шея	2.153846154
досада	злость	5.692307692
река	море	2.615384615
задача	работа	6.923076923
клуб	общество	6.692307692
отражение	образ	6.307692308
принц	король	5.076923077
снег	погода	3.076923077
электорат	партия	2.076923077
мальчик	брат	2.538461538
корень	трава	2.923076923
бровь	глаз	2.230769231
деньги	жемчуг	3.076923077
деньги	бриллиант	4.076923077
автотранспорт	автобус	8.307692308
таксомотор	автобус	5.153846154
дом	амбар	3.076923077
палец	ладонь	3.153846154
автомобиль	мост	1.153846154
усилие	трудность	4.384615385
факт	суть	6.769230769
работа	управление	4.461538462
рак	болезнь	7.538461538
известие	газета	5.230769231
композитор	писатель	4.538461538
актер	певец	5.615384615
убежище	хижина	7.153846154
ванная	кухня	2.076923077
домик	хижина	8.384615385
дверь	кухня	1.230769231
ценность	вера	2.230769231
мудрость	ум	8.230769231
невежество	ум	1.692307692
счастье	удача	7.769230769
идея	план	6.538461538
настроение	эмоция	7.384615385
счастье	умиротворенность	6.153846154
отчаяние	бедствование	5.923076923
логика	арифметика	4.384615385
отрицание	признание	1.307692308
спор	критика	3.923076923
агрессивность	враждебность	9.076923077
истерика	помрачение	4.769230769
химия	теория	2.615384615
разбирательство	вердикт	2.615384615
комфорт	безопасность	6.307692308
уверенность	самость	6
видение	восприятие	7.615384615
эпоха	десятилетие	4.307692308
биография	роман	2.923076923
дискуссия	спор	8.692307692
код	символ	6.076923077
опасность	болезнь	5
авария	бедствие	6.153846154
путешествие	поездка	8.307692308
действие	движение	7.076923077
сплетня	новость	4.846153846
отец	Бог	4.923076923
действие	курс	3.076923077
жар	болезнь	6.307692308
авиация	полет	6.769230769
игра	действие	4.615384615
молекула	воздух	3.769230769
дом	государство	2.692307692
слово	литература	3.307692308
взрослый	опекун	5.384615385
газета	информация	5.538461538
коммуникация	телевидение	6.615384615
кузен	дядя	4.769230769
писатель	читатель	1.923076923
парень	товарищ	4.769230769
область	угол	1.923076923
баллада	песня	6.384615385
стена	отделка	2.846153846
слово	страница	2.153846154
медбрат	ученый	2
политик	президент	7.461538462
президент	мэр	3.923076923
книга	эссе	3.769230769
мужчина	воин	5.923076923
статья	журнал	3.923076923
завтрак	ужин	2
толпа	парад	4.769230769
проход	коридор	7.615384615
наставник	раввин	4.692307692
бедро	губа	0.769230769
книга	статья	3.923076923
комната	камера	5.076923077
кабинка	будка	7.538461538
дочь	ребенок	7.692307692
конечность	нога	7.846153846
печень	легкое	2.153846154
класс	коридор	1.461538462
гора	выступ	4.153846154
автомобиль	подъемник	2.076923077
кровать	кушетка	8
одежда	пуговица	2.461538462
одежда	пальто	7.538461538
почка	орган	7.692307692
яблоко	повидло	3.153846154
курятина	стейк	4
автомобиль	шланг	2.153846154
табак	сигарета	7.307692308
учащийся	преподаватель	1.692307692
младенец	дочь	4.692307692
трубка	сигара	5.307692308
молоко	сок	1.846153846
пачка	сигара	2.307692308
квартира	гостиница	3.230769231
стакан	рожок	5.076923077
конь	бык	1.307692308
горло	нос	2.923076923
кость	зубы	2.076923077
кость	локоть	1.538461538
бекон	боб	0.307692308
чашка	кувшин	3.153846154
доказательство	факт	6.615384615
назначение	обязательство	3.923076923
юбилей	год	2.692307692
слово	ключ	1
автор	создатель	9.230769231
атом	углерод	1.846153846
архиепископ	епископ	6
письмо	абзац	1.615384615
страница	абзац	2
шпиль	часовня	2.076923077
мускул	кость	0.615384615
мускул	язык	1.692307692
мальчик	солдат	1.230769231
брюшко	живот	7.769230769
парень	девушка	0.307692308
кровать	стул	1.230769231
одежда	пиджак	4
ружье	нож	1.230769231
олово	металл	4.846153846
бутылка	контейнер	2.307692308
курица	индейка	3.538461538
мясо	хлеб	1.307692308
рука	кость	1.615384615
шея	позвоночник	2.615384615
яблоко	лимон	1.307692308
мука	горе	2.769230769
задание	задача	8.846153846
ночь	рассвет	1.076923077
ужин	суп	2.692307692
теленок	бык	5.384615385
снег	шторм	2.153846154
ноготь	кисть	0.846153846
собака	лошадь	0.615384615
рука	шея	0.615384615
мяч	перчатка	1
грипп	жар	3.692307692
гонорар	зарплата	8.769230769
нерв	мозг	2.846153846
зверь	животное	8.384615385
ужин	курятина	1.153846154
девочка	дева	5.769230769
ребенок	мальчик	5.384615385
алкоголь	вино	6.461538462
нос	рот	1.230769231
улица	автомобиль	0.615384615
звонок	дверь	1.307692308
коробка	шляпа	0.692307692
мнение	впечатление	5.230769231
предубеждение	мнение	4.923076923
внимание	осведомленность	2.846153846
злость	настроение	3.615384615
элегантность	стиль	6.461538462
красота	возраст	2.846153846
книга	тема	2.153846154
подруга	мать	2.384615385
витамин	железо	2.692307692
автомобиль	завод	1.769230769
пакт	условие	3.461538462
глава	выбор	0.846153846
арифметика	ритм	0.230769231
победитель	присутствие	0.461538462
вера	цветок	0.230769231
победитель	гол	4
трюк	размер	0.230769231
выбор	вена	0.153846154
псалом	завоевание	0.307692308
износоустойчивость	повязка	0.846153846
тюрьма	выбор	0.615384615
состояние	мальчик	0.846153846
цветок	выносливость	0.461538462
прореха	соглашение	0
врач	самообладание	2.230769231
братство	дверь	0.076923077
задача	женщина	0.461538462
братство	бейсбол	0.692307692
цент	размер	0.692307692
присутствие	дверь	0.923076923
мышь	управление	3.846153846
задача	автострада	0.307692308
спиртное	век	0
задача	пустяк	0.461538462
остров	задача	0.153846154
ночь	глава	0.230769231
загрязнение	президент	0.307692308
ружье	шалость	0.384615385
ванна	шалость	0.384615385
диета	яблоко	2.384615385
цент	жена	0.230769231
глава	конец	1
курс	желудок	0
псалом	солома	0
дантист	полковник	0.307692308
жена	солома	0.153846154
дыра	жена	0.153846154
ученик	президент	0.384615385
ванна	жена	0.307692308
народ	цент	0.153846154
формула	журнал	0.076923077
женщина	мех	0.461538462
яблоко	солнце	0.153846154
ружье	рассвет	0.076923077
трапеза	талия	0.846153846
фотоаппарат	президент	0.153846154
спиртное	группа	0.230769231
желудок	вена	0.384615385
ружье	мех	0.538461538
кушетка	бейсбол	0.230769231
работник	фотоаппарат	0.615384615
палуба	мышь	0.153846154
рис	мальчик	0.076923077
народ	ружье	0.076923077
край	конец	7.538461538
лодыжка	окно	0
принцесса	остров	0
контейнер	мышь	0.153846154
платформа	контейнер	0.538461538
народ	шар	0.076923077
доллар	народ	0.230769231
ванна	шар	0.153846154
желудок	спальня	0
велосипед	спальня	0
бревно	ванна	0
миска	хвост	0.153846154
идти	приходить	6.461538462
брать	красть	2.692307692
слушать	слышать	7
думать	обосновывать	5
случаться	происходить	9.461538462
пропадать	исчезать	9.307692308
умножать	делить	0.461538462
просить	умолять	8.153846154
начинать	происходить	4.076923077
защищать	отстаивать	8.846153846
убивать	уничтожать	7.923076923
создавать	делать	8.307692308
принимать	отвергать	0.692307692
игнорировать	избегать	7.769230769
нести	приносить	6.615384615
покидать	входить	0.692307692
выбирать	избирать	8.538461538
проигрывать	проваливать	3.923076923
подбодрять	отговаривать	0.384615385
достигать	завершать	6.615384615
делать	строить	6.384615385
слушать	подчиняться	5
информировать	сообщать	9.461538462
получать	давать	0.076923077
занимать	нищенствовать	2.615384615
брать	получать	4.076923077
советовать	рекомендовать	9.461538462
имитировать	изображать	7.538461538
побеждать	преуспевать	5.846153846
думать	решать	6.076923077
приветствовать	встречать	7.153846154
соглашаться	спорить	0.153846154
наслаждаться	развлекаться	6.692307692
разрушать	создавать	0
сохранять	защищать	6.846153846
давать	одалживать	6.846153846
понимать	знать	6.769230769
брать	получать	4.076923077
принимать	признавать	7.076923077
решать	выбирать	6.769230769
принимать	верить	2.538461538
хранить	владеть	5.307692308
странствовать	бродить	8.153846154
преуспевать	проваливать	0
тратить	копить	0
покидать	идти	2
приходить	посещать	7.846153846
знать	верить	2.692307692
собираться	встречаться	7.076923077
добывать	зарабатывать	6.615384615
забывать	игнорировать	5.461538462
умножать	складывать	2.923076923
сжиматься	расти	0
прибывать	покидать	0
преуспевать	пытаться	1.769230769
принимать	отвергать	0
прибывать	приходить	8.076923077
соответствовать	различаться	0
посылать	получать	0.153846154
выигрывать	доминировать	7.384615385
складывать	делить	0.153846154
убивать	душить	7.076923077
приобретать	получать	8.076923077
участвовать	присоединяться	6.461538462
покидать	оставаться	0.076923077
идти	входить	4.153846154
брать	нести	1
забывать	узнавать	0
назначать	избирать	2.846153846
обручаться	жениться	6.769230769
просить	молиться	5.461538462
идти	посылать	1.076923077
брать	доставлять	1.153846154
говорить	слышать	0.076923077
анализировать	оценивать	7.923076923
аргументировать	обосновывать	8.769230769
терять	сохранять	0
сравнивать	анализировать	5.384615385
разрушать	организовывать	0
идти	позволять	0.076923077
брать	завладевать	6.846153846
узнавать	слушать	1.615384615
разрушать	строить	0
создавать	строить	6.923076923
воровать	покупать	0
убивать	вешать	3
забывать	знать	0
создавать	представлять	0.153846154
действовать	происходить	4
побеждать	завершать	0.461538462
соглашаться	отказывать	0
заслуживать	зарабатывать	4.461538462
получать	назначать	0.230769231
обнаруживать	находить	8.846153846
появляться	посещать	4.769230769
знать	понимать	3.461538462
притворяться	воображать	1.769230769
удовлетворять	угождать	6.769230769
лелеять	хранить	3.769230769
спорить	различаться	1.461538462
побеждать	доминировать	5.230769231
слушаться	подчиняться	6.846153846
сотрудничать	участвовать	3.692307692
достигать	пытаться	1.846153846
проваливать	обескураживать	0.692307692
начинать	прекращать	0
высказываться	участвовать	1.846153846
приходить	приносить	0.230769231
провозглашать	объявлять	7.230769231
читать	понимать	0.307692308
забирать	оставлять	0.076923077
объявлять	провозглашать	8.461538462
приобретать	получать	6.153846154
завершать	решать	1.384615385
угождать	умолять	0.769230769
аргументировать	подтверждать	5.461538462
просить	умолять	7.846153846
находить	исчезать	0
осматривать	изучать	5.307692308
подтверждать	обосновывать	5.384615385
предполагать	предсказывать	6.615384615
изучать	оценивать	3.153846154
аргументировать	обосновывать	8.769230769
делать	становиться	3.538461538
открывать	происходить	2.538461538
достигать	преуспевать	7.384615385
давать	вкладывать	5.461538462
понимать	слушать	4.384615385
расширяться	расти	8.076923077
занимать	продавать	1.615384615
хранить	защищать	6.153846154
объяснять	доказывать	8.230769231
симулировать	притворяться	9.230769231
ладить	угождать	4.846153846
прощать	забывать	5.538461538
прояснять	объяснять	8.307692308
понимать	прощать	5.692307692
напоминать	забывать	2.769230769
достигать	оставаться	3.076923077
осознавать	обнаруживать	5.153846154
требовать	запрашивать	6.153846154
игнорировать	обращаться	1.538461538
думать	спрашивать	3.307692308
отвергать	избегать	5.846153846
спорить	убеждать	7.307692308
добиваться	убеждать	5.230769231
принимать	прощать	5.076923077
делать	прекращать	2.384615385
исследовать	изучать	8.692307692
обсуждать	объяснять	5.769230769
задолжать	одалживать	5.076923077
изучать	обнаруживать	6
жаловаться	ругаться	3.538461538
отодвигать	отвергать	4.461538462
держать	занимать	3.307692308
умолять	просить	8.076923077
устраивать	организовывать	7.615384615
уменьшаться	сжиматься	8.461538462
говорить	признавать	4.230769231
давать	занимать	6.307692308
убивать	защищать	1.538461538
исчезать	сжиматься	3.923076923
родить	носить	3.692307692
дышать	задыхаться	2.615384615
признавать	уведомлять	3.538461538
становиться	казаться	4.769230769
приворяться	казаться	4.923076923
завершать	становиться	3.923076923
размышлять	думать	9.153846154
определять	предсказывать	5.307692308
угождать	развлекать	5.461538462
оставаться	сохранять	3.076923077
притворяться	изображать	6
забывать	помнить	0.076923077
хотеть	выбирать	1.153846154
терять	получать	0.076923077
пытаться	думать	0.384615385
становиться	казаться	1.076923077
покидать	игнорировать	1.230769231
принимать	рекомендовать	0.461538462
покидать	странствовать	1.846153846
держать	давать	0.307692308
позволять	разрешать	9.384615385
приносить	посылать	0.615384615
поглощать	учиться	1.230769231
приобретать	находить	5.153846154
покидать	появляться	0.153846154
создавать	разрушать	0
начинать	идти	0.461538462
приобретать	покупать	8.461538462
коллекционировать	сохранять	5.615384615
заменять	восстанавливать	2.384615385
соединять	добавлять	4.615384615
объединяться	жениться	4.307692308
принимать	доставлять	0.076923077
вкладывать	соединять	1.923076923
класть	вешать	1
продаваться	продавать	4.230769231
общаться	молиться	2.384615385
давать	красть	0
добавлять	строить	0.769230769
приносить	восстанавливать	0.230769231
понимать	удовлетворять	1.769230769
представлять	решать	0.384615385
организовывать	становиться	1.384615385
давать	знать	0.461538462
говорить	подтверждать	2.923076923
сотрудничать	объединяться	6.384615385
устраивать	нуждаться	0.230769231
занимать	хотеть	0.384615385
изучать	заниматься	3.461538462
игнорировать	исследовать	0.076923077
приносить	жаловаться	0.076923077
входить	задолжать	0.076923077
изображать	уведомлять	0.538461538
напоминать	продавать	0.153846154
поглощать	иметь	1.923076923
объединяться	приобретать	2
посылать	посещать	0
собираться	посещать	0.615384615
поглощать	отделяться	0.230769231
посещать	прибывать	5.461538462
